Date,total_revenue,total_quantity,transaction_count,unique_customers,avg_order_value,revenue_ma_7d,revenue_std_7d,qty_ma_7d,revenue_ma_14d,revenue_std_14d,qty_ma_14d,revenue_ma_30d,revenue_std_30d,qty_ma_30d,revenue_lag_1d,revenue_lag_7d,revenue_lag_14d,day_of_week,is_weekend,month,week_of_year,revenue_diff_1,revenue_diff_7
2009-12-26,0.0,0.0,0.0,0.0,0.0,20762.282857142854,11568.931193271785,11888.0,29880.286428571428,14096.215706739058,17464.64285714286,32547.81,15845.66789817646,18983.809523809523,10696.59,46836.63,33002.49,5,1,12,52,0.0,0.0
2009-12-27,0.0,0.0,0.0,0.0,0.0,20762.282857142854,11568.931193271785,11888.0,29880.286428571428,14096.215706739058,17464.64285714286,32547.81,15845.66789817646,18983.809523809523,10696.59,46836.63,33002.49,6,1,12,52,0.0,-11355.19
2009-12-28,0.0,0.0,0.0,0.0,0.0,20762.282857142854,11568.931193271785,11888.0,29880.286428571428,14096.215706739058,17464.64285714286,32547.81,15845.66789817646,18983.809523809523,10696.59,46836.63,33002.49,0,0,12,53,0.0,-15549.64
2009-12-29,0.0,0.0,0.0,0.0,0.0,20762.282857142854,11568.931193271785,11888.0,29880.286428571428,14096.215706739058,17464.64285714286,32547.81,15845.66789817646,18983.809523809523,10696.59,46836.63,33002.49,1,0,12,53,0.0,-10696.59
2009-12-30,0.0,0.0,0.0,0.0,0.0,20762.282857142854,11568.931193271785,11888.0,29880.286428571428,14096.215706739058,17464.64285714286,32547.81,15845.66789817646,18983.809523809523,10696.59,46836.63,33002.49,2,0,12,53,0.0,-9485.67
2009-12-31,0.0,0.0,0.0,0.0,0.0,20762.282857142854,11568.931193271785,11888.0,29880.286428571428,14096.215706739058,17464.64285714286,32547.81,15845.66789817646,18983.809523809523,10696.59,46836.63,33002.49,3,0,12,53,0.0,0.0
2010-01-01,0.0,0.0,0.0,0.0,0.0,20762.282857142854,11568.931193271785,11888.0,29880.286428571428,14096.215706739058,17464.64285714286,32547.81,15845.66789817646,18983.809523809523,10696.59,46836.63,33002.49,4,0,1,53,0.0,0.0
2010-01-02,0.0,0.0,0.0,0.0,0.0,20762.282857142854,11568.931193271785,11888.0,29880.286428571428,14096.215706739058,17464.64285714286,32547.81,15845.66789817646,18983.809523809523,10696.59,46836.63,33002.49,5,1,1,53,0.0,0.0
2010-01-03,0.0,0.0,0.0,0.0,0.0,20762.282857142854,11568.931193271785,11888.0,29880.286428571428,14096.215706739058,17464.64285714286,32547.81,15845.66789817646,18983.809523809523,10696.59,46836.63,33002.49,6,1,1,53,0.0,0.0
2010-01-04,13415.09,10593.0,26.0,22.0,515.965,17403.395714285714,9280.262366172356,10252.142857142857,27641.125714285718,14039.9060489453,16632.64285714286,31678.140909090907,15992.744876193648,18602.40909090909,9485.67,36927.3,44763.34,0,0,1,1,13415.09,13415.09
2010-01-05,19051.19,11288.0,33.0,31.0,577.3087878787878,15873.727142857142,7642.184429469333,9717.42857142857,26804.55571428571,14187.720715102523,16304.57142857143,31129.143043478263,15845.322484938986,18284.391304347828,13415.09,29758.87,30763.17,1,0,1,1,5636.0999999999985,19051.19
2010-01-06,8731.26,7458.0,13.0,13.0,671.6353846153846,12612.089999999998,3670.1566537365056,8607.857142857143,24671.202142857142,14519.550269263304,15227.714285714286,30195.897916666665,16157.372569398123,17833.291666666668,19051.19,31562.72,38598.21,2,0,1,1,-10319.929999999998,8731.26
2010-01-07,72989.38,40592.0,45.0,41.0,1621.9862222222223,21416.97428571429,23028.87947164809,13515.857142857143,27084.43142857143,19180.38484971916,16612.0,31907.6372,17984.283250046534,18743.64,8731.26,11355.19,39204.17,3,0,1,1,64258.12,72989.38
2010-01-08,30292.7,12694.0,44.0,42.0,688.4704545454546,23523.125714285718,23076.96368232676,14122.714285714286,27706.95642857143,19129.2619924597,16646.928571428572,31845.52423076923,17623.77300131278,18510.96153846154,72989.38,15549.64,21577.35,4,0,1,1,-42696.68000000001,30292.7
2010-01-09,0.0,0.0,0.0,0.0,0.0,23523.125714285718,23076.96368232676,14122.714285714286,27706.95642857143,19129.2619924597,16646.928571428572,31845.52423076923,17623.77300131278,18510.96153846154,72989.38,15549.64,21577.35,5,1,1,1,-30292.7,0.0
2010-01-10,23157.33,13291.0,31.0,29.0,747.0106451612904,25303.23142857143,22393.116019471563,14319.57142857143,25700.682857142856,17904.38888857204,14680.92857142857,31523.73925925926,17362.230624485732,18317.62962962963,30292.7,10696.59,51245.16,6,1,1,1,23157.33,23157.33
2010-01-11,19684.49,9414.0,43.0,37.0,457.77883720930237,26760.20571428572,21506.68678023562,15047.142857142857,23761.24428571429,16880.07301845249,13467.57142857143,31100.908928571425,17183.955897814667,17999.64285714286,23157.33,9485.67,46836.63,0,0,1,2,-3472.84,6269.4000000000015
2010-01-12,38833.58,20782.0,36.0,32.0,1078.7105555555556,30391.41857142857,21018.24510235922,16502.714285714286,23897.407142857144,17001.69666349822,13377.42857142857,31367.55275862069,16935.29442246384,18095.58620689655,19684.49,13415.09,36927.3,1,0,1,2,19149.09,19782.390000000003
2010-01-13,12391.1,6541.0,25.0,25.0,495.644,29439.977142857144,21754.97553118114,15824.57142857143,22656.852142857148,17173.867997666675,12771.0,30735.00433333333,16997.585786897376,17710.433333333334,38833.58,19051.19,29758.87,2,0,1,2,-26442.480000000003,3659.84
2010-01-14,23721.64,11788.0,55.0,47.0,431.30254545454545,31581.46,20047.52908447904,16443.14285714286,22096.775,16987.937637369796,12525.5,30062.56333333333,16857.475230088185,17292.2,12391.1,8731.26,31562.72,3,0,1,2,11330.539999999999,-49267.740000000005
2010-01-15,13499.55,8414.0,44.0,37.0,306.80795454545455,23082.91285714286,9293.214729973157,11846.285714285714,22249.94357142857,16893.04023294737,12681.07142857143,28753.813,16555.80021453907,16583.366666666665,23721.64,72989.38,11355.19,4,0,1,2,-10222.09,-16793.15
2010-01-16,0.0,0.0,0.0,0.0,0.0,23082.91285714286,9293.214729973157,11846.285714285714,22249.94357142857,16893.04023294737,12681.07142857143,28753.813,16555.80021453907,16583.366666666665,23721.64,72989.38,11355.19,5,1,1,2,-13499.55,0.0
2010-01-17,17363.25,9910.0,39.0,35.0,445.21153846153845,21235.84857142857,8897.893264976481,11448.57142857143,22379.487142857142,16844.591171719654,12785.642857142857,27085.46733333333,14971.702079824234,15313.4,13499.55,30292.7,15549.64,6,1,1,2,17363.25,-5794.080000000002
2010-01-18,12078.84,8319.0,35.0,32.0,345.1097142857143,19653.207142857143,9466.25995475809,10738.285714285714,22478.219285714287,16774.752195939935,12528.92857142857,26357.635,15157.88680002427,14925.566666666668,17363.25,23157.33,10696.59,0,0,1,3,-5284.41,-7605.6500000000015
2010-01-19,21892.791,12939.0,45.0,41.0,486.5064666666667,19968.678714285717,9504.197022330944,11241.857142857143,23364.44221428572,16358.110104037858,13144.5,26760.626366666667,14860.376522358936,15186.233333333334,12078.84,19684.49,9485.67,1,0,1,3,9813.951000000001,-16940.789
2010-01-20,13244.34,8208.0,35.0,31.0,378.4097142857143,16313.073,4791.774634589554,9445.57142857143,23352.245785714284,16366.160531576288,12974.142857142857,26389.10103333333,15059.677368542849,15076.433333333332,21892.791,38833.58,13415.09,2,0,1,3,-8648.451000000001,853.2399999999998
2010-01-21,27359.23,72900.0,48.0,47.0,569.9839583333334,18451.377285714283,5949.732775791511,18925.42857142857,23945.677214285715,16348.823356073228,17375.0,26200.992366666665,15009.382446537866,16987.866666666665,13244.34,12391.1,19051.19,3,0,1,3,14114.89,3637.59
2010-01-22,29345.83,16974.0,42.0,39.0,698.7102380952381,19254.833,7056.800076196661,19666.285714285717,25418.1465,15791.96768672316,18054.714285714286,25687.075366666668,14610.543211312632,16812.3,27359.23,23721.64,8731.26,4,0,1,3,1986.6000000000022,15846.280000000002
2010-01-23,0.0,0.0,0.0,0.0,0.0,19254.833,7056.800076196661,19666.285714285717,25418.1465,15791.96768672316,18054.714285714286,25687.075366666668,14610.543211312632,16812.3,27359.23,23721.64,8731.26,5,1,1,3,-29345.83,0.0
2010-01-24,15552.32,8700.0,49.0,48.0,317.39428571428573,19548.085857142854,6816.327253122682,19707.14285714286,21315.499357142857,8041.667690387422,15776.714285714286,25180.04703333333,14692.016847830257,16572.933333333334,29345.83,13499.55,72989.38,6,1,1,3,15552.32,-1810.9300000000003
2010-01-25,18346.54,9104.0,45.0,44.0,407.7008888888889,19688.55585714286,6773.797375522808,19592.0,20462.202214285717,7639.575170630133,15520.285714285714,24504.99136666667,14518.45927162424,16125.266666666666,15552.32,17363.25,30292.7,0,0,1,4,2794.220000000001,6267.700000000001
2010-01-26,38570.37,22305.0,81.0,68.0,476.17740740740743,23473.060142857143,8885.041796812757,21590.0,21563.133642857145,9040.055057986832,16164.142857142857,24483.8647,14496.777005127724,16161.7,18346.54,12078.84,23157.33,1,0,1,4,20223.83,16677.579
2010-01-27,23722.72,16985.0,51.0,47.0,465.15137254901964,23734.47857142857,8857.675661100215,22168.0,21851.578642857145,9039.926160834386,16704.928571428572,24555.37703333333,14487.233209223068,16321.033333333333,38570.37,21892.791,19684.49,2,0,1,4,-14847.650000000001,10478.380000000001
2010-01-28,18914.83,10855.0,53.0,48.0,356.8835849056604,24544.54857142857,7951.341815206231,22546.14285714286,20428.81078571429,7617.085098424107,15995.857142857143,23477.699366666664,13609.260839241138,15322.366666666669,23722.72,13244.34,38833.58,3,0,1,4,-4807.889999999999,-8444.399999999998
2010-01-29,25382.441,9471.0,45.0,37.0,564.0542444444444,24262.150142857143,7869.396525399072,13484.857142857143,21356.763714285717,7349.192079376044,16205.142857142857,22762.55973333333,12883.821847608517,14758.033333333333,18914.83,27359.23,12391.1,4,0,1,4,6467.610999999997,-3963.389000000003
2010-01-30,0.0,0.0,0.0,0.0,0.0,24262.150142857143,7869.396525399072,13484.857142857143,21356.763714285717,7349.192079376044,16205.142857142857,22762.55973333333,12883.821847608517,14758.033333333333,18914.83,27359.23,12391.1,5,1,1,4,-25382.441,0.0
2010-01-31,18261.86,10557.0,48.0,47.0,380.4554166666667,22678.725857142857,7790.736632610531,12568.142857142857,20966.77942857143,7358.9018599915635,16117.214285714286,22140.3784,12624.273607710262,14375.133333333331,25382.441,29345.83,23721.64,6,1,1,4,18261.86,2709.540000000001
2010-02-01,16606.931,8581.0,56.0,49.0,296.5523392857143,22829.38457142857,7638.669274175235,12551.142857142857,21188.73521428572,7160.542187221149,16129.142857142857,21701.98043333333,12578.865803404258,14160.133333333331,18261.86,15552.32,13499.55,0,0,2,5,-1654.929,-1739.6090000000004
2010-02-02,19532.03,10543.0,41.0,34.0,476.3909756097561,22998.740285714284,7535.15640065264,12756.714285714286,21343.648071428568,7094.570516250538,16174.357142857143,21300.957433333337,12444.71636781729,14004.066666666668,16606.931,18346.54,17363.25,1,0,2,5,2925.0989999999983,-19038.340000000004
2010-02-03,17230.061,9369.0,44.0,41.0,391.5922954545455,19950.124714285717,3327.0382805102804,10908.714285714286,21711.592428571428,6699.699578942897,16249.357142857143,21496.78646666667,12328.494379661835,14108.5,19532.03,38570.37,12078.84,2,0,2,5,-2301.9689999999973,-6492.659
2010-02-04,22486.01,12794.0,62.0,52.0,362.67758064516124,19773.451857142856,3119.691443696429,10310.0,21753.965214285712,6702.80894697956,16239.0,21727.9988,12278.053976747184,14253.433333333332,17230.061,23722.72,21892.791,3,0,2,5,5255.948999999997,3571.1799999999967
2010-02-05,19420.74,9889.0,38.0,35.0,511.07210526315794,19845.72471428572,3102.2964296008427,10172.0,22195.136642857145,6290.192540392745,16359.07142857143,22018.8038,12109.93053717131,14185.966666666667,22486.01,18914.83,13244.34,4,0,2,5,-3065.269999999997,-5961.700999999997
2010-02-06,0.0,0.0,0.0,0.0,0.0,19845.72471428572,3102.2964296008427,10172.0,22195.136642857145,6290.192540392745,16359.07142857143,22018.8038,12109.93053717131,14185.966666666667,22486.01,18914.83,13244.34,5,1,2,5,-19420.74,0.0
2010-02-07,17023.920000000002,11179.0,29.0,29.0,587.0317241379311,18651.650285714288,2044.1835066426445,10416.0,21456.900214285717,6243.818528144826,11950.42857142857,22270.0788,11917.586770292915,14414.566666666668,19420.74,25382.441,27359.23,6,1,2,5,17023.920000000002,-1237.9399999999987
2010-02-08,13016.04,7043.0,49.0,45.0,265.6334693877551,17902.24742857143,2965.0478237439734,9914.0,20290.486642857144,6181.698340696838,11241.07142857143,22256.777133333333,11928.029085151027,14296.233333333334,17023.920000000002,18261.86,29345.83,0,0,2,6,-4007.880000000001,-3590.8909999999996
2010-02-09,18398.26,10629.0,51.0,51.0,360.7501960784313,18158.15157142857,2911.4379863766408,10206.57142857143,20493.76807142857,6059.486514571044,11378.857142857143,22235.012800000004,11934.673641353222,14274.266666666666,13016.04,16606.931,15552.32,1,0,2,6,5382.2199999999975,-1133.7700000000004
2010-02-10,6082.34,3066.0,27.0,24.0,225.27185185185186,16236.767285714286,5306.513090054635,9138.42857142857,19617.75378571428,7177.212630840534,10947.57142857143,22146.71546666667,12047.292182765656,14127.866666666669,18398.26,19532.03,18346.54,2,0,2,6,-12315.919999999998,-11147.721000000001
2010-02-11,15061.87,9027.0,54.0,48.0,278.9235185185185,15927.025714285714,5302.148297171144,9089.57142857143,17938.575214285713,4737.253352088505,9999.142857142857,20215.798466666667,7339.889841749894,13075.7,6082.34,17230.061,38570.37,3,0,2,6,8979.53,-7424.139999999998
2010-02-12,9728.96,7324.0,28.0,27.0,347.4628571428571,14104.59,4844.644802951638,8308.142857142857,16939.020928571426,4896.579099955928,9309.07142857143,19530.34046666667,7326.568939194266,12896.7,15061.87,22486.01,23722.72,4,0,2,6,-5332.910000000002,-9691.780000000002
2010-02-13,0.0,0.0,0.0,0.0,0.0,14104.59,4844.644802951638,8308.142857142857,16939.020928571426,4896.579099955928,9309.07142857143,19530.34046666667,7326.568939194266,12896.7,15061.87,22486.01,23722.72,5,1,2,6,-9728.96,0.0
2010-02-14,17772.19,10892.0,45.0,39.0,394.93755555555555,13869.082857142856,4575.753002471118,8451.42857142857,16857.403785714287,4870.566383668323,9311.714285714286,19350.8358,7300.564792582352,12816.733333333334,9728.96,19420.74,18914.83,6,1,2,6,17772.19,748.2699999999968
2010-02-15,42318.211,96358.0,43.0,35.0,984.1444418604652,17482.553,11787.173980046104,20619.85714285714,18067.101642857146,8149.944310760006,15517.92857142857,20105.293166666663,8419.931122944936,15714.866666666669,17772.19,17023.920000000002,25382.441,0,0,2,7,24546.021000000004,29302.171000000002
2010-02-16,25669.01,15744.0,58.0,51.0,442.56913793103445,19290.120142857144,11957.020738303909,21862.85714285714,18596.183785714285,8400.150129375525,15888.42857142857,19666.474166666667,7724.549573267276,15546.933333333332,42318.211,13016.04,18261.86,1,0,2,7,-16649.201000000005,7270.75
2010-02-17,26455.22,24986.0,46.0,42.0,575.1134782608696,20441.11442857143,12241.267609644308,23913.85714285714,19299.633,8629.96720272533,17060.214285714286,20135.278166666667,7694.4987114578435,16161.766666666666,25669.01,18398.26,16606.931,2,0,2,7,786.2100000000028,20372.88
2010-02-18,35737.24,19851.0,62.0,58.0,576.4070967741935,24677.52871428572,11556.083596605778,26311.714285714286,20457.148000000005,9685.736868156597,17725.071428571428,20535.798166666664,8184.722386831173,16430.533333333333,26455.22,6082.34,19532.03,3,0,2,7,9282.019999999997,20675.369999999995
2010-02-19,18931.99,10862.0,34.0,30.0,556.8232352941177,25230.403,11103.070456166284,26573.85714285714,20578.71435714286,9652.74214503093,17831.714285714286,20716.8795,8083.146440182165,16512.133333333335,35737.24,15061.87,17230.061,4,0,2,7,-16805.249999999996,9203.030000000002
2010-02-20,0.0,0.0,0.0,0.0,0.0,25230.403,11103.070456166284,26573.85714285714,20578.71435714286,9652.74214503093,17831.714285714286,20716.8795,8083.146440182165,16512.133333333335,35737.24,15061.87,17230.061,5,1,2,7,-18931.99,0.0
2010-02-21,11394.731,5555.0,37.0,34.0,307.9657027027027,25468.370285714285,10726.942146867072,26321.14285714286,19786.480142857145,9935.180246403952,17314.64285714286,20517.92886666667,8240.45658265309,16366.966666666667,18931.99,9728.96,22486.01,6,1,2,7,11394.731,-6377.458999999999
2010-02-22,26336.24,13423.0,46.0,41.0,572.5269565217392,26691.806000000004,10177.165364638848,26682.714285714286,20280.44442857143,10086.361939185485,17567.071428571428,20993.17553333333,8147.577083777027,16537.1,11394.731,17772.19,19420.74,0,0,2,8,14941.509000000002,-15981.971000000001
2010-02-23,20840.01,11574.0,44.0,42.0,473.6365909090909,23623.49157142857,7589.524340922834,14570.714285714286,20553.022285714287,10043.057471274626,17595.285714285714,20958.08283333333,8145.835755499195,16491.6,26336.24,42318.211,17023.920000000002,1,0,2,8,-5496.230000000003,-4829.0
2010-02-24,30392.661,21941.0,59.0,47.0,515.1298474576271,24298.298857142858,8000.575326498612,15456.0,21794.2095,10113.447985677429,18659.42857142857,21529.69353333333,8187.441681655976,16949.366666666665,20840.01,25669.01,13016.04,2,0,2,8,9552.651000000002,3937.440999999999
2010-02-25,44604.16,26014.0,66.0,55.0,675.8206060606061,26891.004571428573,11140.586914671756,15602.857142857143,23666.059500000003,11732.17681604391,19758.35714285714,22104.524533333333,9158.614607576526,15386.5,30392.661,26455.22,18398.26,3,0,2,8,14211.499000000003,8866.920000000006
2010-02-26,12778.641,6798.0,32.0,26.0,399.33253125,23611.20471428571,11476.63841182168,13738.142857142857,24144.36671428572,11078.452571824246,20024.92857142857,21552.2849,9206.281522754856,15047.3,44604.16,35737.24,6082.34,4,0,2,8,-31825.519000000004,-6153.349000000002
2010-02-27,0.0,0.0,0.0,0.0,0.0,23611.20471428571,11476.63841182168,13738.142857142857,24144.36671428572,11078.452571824246,20024.92857142857,21552.2849,9206.281522754856,15047.3,44604.16,35737.24,6082.34,5,1,2,8,-12778.641,0.0
2010-02-28,16741.49,8419.0,53.0,50.0,315.8771698113208,23298.276142857147,11653.98240439562,13389.142857142857,24264.339571428573,10981.196432964778,19981.5,21591.9239,9182.08524898519,15037.933333333332,12778.641,18931.99,15061.87,6,1,2,8,16741.49,5346.759000000002
2010-03-01,23933.87,21188.0,57.0,49.0,419.8924561403509,25089.58171428572,10417.453290218928,15622.42857142857,25278.976,10160.42817084314,20971.785714285717,21778.168233333334,9170.645790811392,15440.733333333334,16741.49,11394.731,9728.96,0,0,3,9,7192.379999999997,-2402.3700000000026
2010-03-02,21667.8,11019.0,52.0,48.0,416.6884615384615,24422.66171428571,10473.62525217064,15279.0,25557.23385714285,9990.960067656288,20980.85714285714,21214.74923333333,8605.195892865182,15064.533333333333,23933.87,26336.24,17772.19,1,0,3,9,-2266.0699999999997,827.7900000000009
2010-03-03,31849.7,20031.0,60.0,53.0,530.8283333333334,25995.47457142857,10670.75659566738,16487.14285714286,24809.48307142857,8980.695612965743,15528.92857142857,21485.648566666667,8812.301670572137,15166.066666666668,21667.8,20840.01,42318.211,2,0,3,9,10181.900000000001,1457.0390000000007
2010-03-04,29966.35,18044.0,73.0,67.0,410.4979452054794,25934.573,10642.657234886374,15930.42857142857,25116.435928571427,9085.165538446085,15693.214285714286,21854.03256666667,8931.318678588921,15405.7,31849.7,30392.661,25669.01,3,0,3,9,-1883.3500000000022,-14637.810000000005
2010-03-05,25361.64,17947.0,59.0,55.0,429.8583050847458,23185.64157142857,6812.675974420539,14778.0,25038.32307142857,9077.467398331422,15190.42857142857,21853.3392,8931.036114406317,15688.233333333334,29966.35,44604.16,26455.22,4,0,3,9,-4604.709999999999,12582.999
2010-03-06,0.0,0.0,0.0,0.0,0.0,23185.64157142857,6812.675974420539,14778.0,25038.32307142857,9077.467398331422,15190.42857142857,21853.3392,8931.036114406317,15688.233333333334,29966.35,44604.16,26455.22,5,1,3,9,-25361.64,0.0
2010-03-07,19034.6,10876.0,50.0,46.0,380.69199999999995,24079.35,5504.6920219875055,15360.57142857143,23845.27735714286,8650.72803065945,14549.357142857143,21879.0972,8921.429914430431,15698.866666666669,25361.64,12778.641,35737.24,6,1,3,9,19034.6,2293.109999999997
2010-03-08,26605.58,13876.0,69.0,66.0,385.588115942029,25488.50571428571,4480.465291781813,16140.142857142857,24393.39092857143,8558.078146008322,14764.642857142857,22212.3855,8904.429177459746,15875.366666666669,19034.6,16741.49,18931.99,0,0,3,10,7570.980000000003,2671.7100000000028
2010-03-09,19665.69,11984.0,53.0,51.0,371.0507547169811,24878.765714285717,4988.874721991739,14825.285714285714,24984.173714285716,7847.72762859624,15223.857142857143,22216.84083333333,8903.075150985916,15923.4,26605.58,23933.87,11394.731,1,0,3,10,-6939.890000000003,-2002.1100000000006
2010-03-10,22905.79,17302.0,56.0,47.0,409.0319642857143,25055.62142857143,4876.758019686903,15722.857142857143,24739.14157142857,7855.815098641674,15500.92857142857,22406.0318,8853.619069820224,16187.833333333334,19665.69,21667.8,26336.24,2,0,3,10,3240.100000000002,-8943.91
